,A. Tài sản lưu động và đầu tư ngắn hạn,I. Tiền và các khoản tương đương tiền,II. Các khoản đầu tư tài chính ngắn hạn,III. Các khoản phải thu ngắn hạn,IV. Tổng hàng tồn kho,V. Tài sản ngắn hạn khác,B. Tài sản cố định và đầu tư dài hạn,I. Các khoản phải thu dài hạn,II. Tài sản cố định,III. Bất động sản đầu tư,IV. Tài sản dở dang dài hạn,V. Các khoản đầu tư tài chính dài hạn,VI. Tổng tài sản dài hạn khác,VII. Lợi thế thương mại,TỔNG CỘNG TÀI SẢN,A. Nợ phải trả,I. Nợ ngắn hạn,II. Nợ dài hạn,B. Nguồn vốn chủ sở hữu,I. Vốn chủ sở hữu,II. Nguồn kinh phí và quỹ khác,TỔNG CỘNG NGUỒN VỐN
2016,4408712734508,1457507013399,117350000000,747660632305,1948264850751,137930238053,301686857662,66086138161,1696563902,0,0,0,233904155599,0,4710399592170,4195169488141,4195169488141,0,515230104029,515230104029,0,4710399592170
2017,3509329898101,638076095694,0,1016354073333,1723477573603,131422155471,361898379423,75676953433,46330843275,0,0,0,239890582715,0,3871228277524,3074773904828,3074773904828,0,796454372696,796454372696,0,3871228277524
2018,4815269284036,948378394826,4140042971,1206756927412,2506218917201,149775001626,352400130929,84027534483,45591818347,0,0,0,222780778099,0,5167669414965,4008902282342,4008902282342,0,1158767132623,1158767132623,0,5167669414965
2019,6173238780511,869649553585,494643176666,1178069210426,3383542174980,247334664854,420534253911,105270293641,48570958580,0,0,0,266693001690,0,6593773034422,5314409715145,5308130313386,6279401759,1279363319277,1279363319277,0,6593773034422
2020,4959999144880,701504239398,788158684912,1498241305903,1826717690762,145377223905,427578741148,116400384163,50627870323,0,0,0,260550486662,0,5387577886028,4162447981264,4162447981264,0,1225129904764,1225129904764,0,5387577886028
2021,10221931678747,1105209549882,1820500000000,1985364755551,4930359332607,380498040707,564137050760,136776859874,171953389004,0,90909091,0,255315892791,0,10786068729507,9106794490746,9106707790746,86700000,1679274238761,1679274238761,0,10786068729507
2022,9326797408285,745556075005,1119000000000,538346191905,6483827665529,440067475846,1196999526761,170162186921,847269560047,0,1795608000,0,177772171793,0,10523796935046,8474461394877,8474374694877,86700000,2049335540169,2049335540169,0,10523796935046
2023,11415308018413,960822549973,1194000000000,394464296948,8426860753034,439160418458,1683141884191,179315098485,1307637254001,0,770956800,0,195418574905,0,13098449902604,11379279324447,11378723422861,555901586,1719170578157,1719170578157,0,13098449902604
